19980409T,0.41,0.41,0.41,0.41,0.0
19990404T,0.53,0.53,0.53,0.53,0.0
19990411T,0.4,0.4,0.4,0.4,0.0
20000406T,0.44,0.44,0.44,0.44,0.0
19980507T,0.43,0.43,0.43,0.43,0.0
19990502T,0.33,0.33,0.33,0.33,0.0
19990509T,0.38,0.38,0.38,0.38,0.0
20000504T,0.34,0.34,0.34,0.34,0.0
19980604T,0.25,0.25,0.25,0.25,0.0
19980611T,0.27,0.27,0.27,0.27,0.0
19990606T,0.29,0.29,0.29,0.29,0.0
20000601T,0.28,0.28,0.28,0.28,0.0
19980702T,0.33,0.33,0.33,0.33,0.0
19980709T,0.36,0.36,0.36,0.36,0.0
19990704T,0.35,0.35,0.35,0.35,0.0
19990711T,0.37,0.37,0.37,0.37,0.0
20000706T,0.44,0.44,0.44,0.44,0.0
19980806T,0.3,0.3,0.3,0.3,0.0
19990801T,0.27,0.27,0.27,0.27,0.0
19990808T,0.25,0.25,0.25,0.25,0.0
20000803T,0.23,0.23,0.23,0.23,0.0
19980903T,0.23,0.23,0.23,0.23,0.0
19980910T,0.29,0.29,0.29,0.29,0.0
19990905T,0.34,0.34,0.34,0.34,0.0
19990912T,0.34,0.34,0.34,0.34,0.0
19981001T,0.32,0.32,0.32,0.32,0.0
19981008T,0.25,0.25,0.25,0.25,0.0
19991003T,0.25,0.25,0.25,0.25,0.0
19991010T,0.32,0.32,0.32,0.32,0.0
20001005T,0.43,0.43,0.43,0.43,0.0
19981105T,0.38,0.38,0.38,0.38,0.0
19981112T,0.5,0.5,0.5,0.5,0.0
19991107T,0.4,0.4,0.4,0.4,0.0
20001101T,0.48,0.48,0.48,0.48,0.0
19981203T,0.49,0.49,0.49,0.49,0.0
19981210T,0.44,0.44,0.44,0.44,0.0
19991205T,0.41,0.41,0.41,0.41,0.0
19991211T,0.34,0.34,0.34,0.34,0.0
20001207T,0.41,0.41,0.41,0.41,0.0
19990107T,0.38,0.38,0.38,0.38,0.0
20000102T,0.51,0.51,0.51,0.51,0.0
20000109T,0.56,0.56,0.56,0.56,0.0
20010104T,0.47,0.47,0.47,0.47,0.0
19990204T,0.48,0.48,0.48,0.48,0.0
19990211T,0.48,0.48,0.48,0.48,0.0
20000206T,0.37,0.37,0.37,0.37,0.0
20010201T,0.37,0.37,0.37,0.37,0.0
19990304T,0.36,0.36,0.36,0.36,0.0
19990311T,0.37,0.37,0.37,0.37,0.0
20000306T,0.48,0.48,0.48,0.48,0.0
20010301T,0.38,0.38,0.38,0.38,0.0
19990401T,0.4,0.4,0.4,0.4,0.0
19990408T,0.36,0.36,0.36,0.36,0.0
20000403T,0.41,0.41,0.41,0.41,0.0
20000410T,0.38,0.38,0.38,0.38,0.0
20010405T,0.41,0.41,0.41,0.41,0.0
19990506T,0.54,0.54,0.54,0.54,0.0
20000501T,0.43,0.43,0.43,0.43,0.0
20000508T,0.43,0.43,0.43,0.43,0.0
20010503T,0.38,0.38,0.38,0.38,0.0
19990603T,0.32,0.32,0.32,0.32,0.0
19990610T,0.32,0.32,0.32,0.32,0.0
20000605T,0.38,0.38,0.38,0.38,0.0
20000612T,0.3,0.3,0.3,0.3,0.0
19990701T,0.35,0.35,0.35,0.35,0.0
19990708T,0.43,0.43,0.43,0.43,0.0
20000703T,0.54,0.54,0.54,0.54,0.0
20000710T,0.55,0.55,0.55,0.55,0.0
20010705T,0.42,0.42,0.42,0.42,0.0
19990805T,0.3,0.3,0.3,0.3,0.0
19990812T,0.3,0.3,0.3,0.3,0.0
20000807T,0.31,0.31,0.31,0.31,0.0
20010802T,0.35,0.35,0.35,0.35,0.0
19990902T,0.44,0.44,0.44,0.44,0.0
19990909T,0.37,0.37,0.37,0.37,0.0
20000904T,0.36,0.36,0.36,0.36,0.0
20000911T,0.36,0.36,0.36,0.36,0.0
20010906T,0.35,0.35,0.35,0.35,0.0
19991007T,0.34,0.34,0.34,0.34,0.0
20001002T,0.42,0.42,0.42,0.42,0.0
20001009T,0.38,0.38,0.38,0.38,0.0
20011004T,0.38,0.38,0.38,0.38,0.0
19991104T,0.43,0.43,0.43,0.43,0.0
19991111T,0.48,0.48,0.48,0.48,0.0
20001106T,0.46,0.46,0.46,0.46,0.0
20001112T,0.55,0.55,0.55,0.55,0.0
19991202T,0.62,0.62,0.62,0.62,0.0
19991209T,0.62,0.62,0.62,0.62,0.0
20001204T,0.54,0.54,0.54,0.54,0.0
20001211T,0.52,0.52,0.52,0.52,0.0
20011206T,0.6,0.6,0.6,0.6,0.0
19000106T,0.75,0.75,0.75,0.75,0.0
19010101T,0.59,0.59,0.59,0.59,0.0
19010108T,0.57,0.57,0.57,0.57,0.0
19020103T,0.54,0.54,0.54,0.54,0.0
19000203T,0.51,0.51,0.51,0.51,0.0
19000210T,0.42,0.42,0.42,0.42,0.0
19010205T,0.27,0.27,0.27,0.27,0.0
19010212T,0.41,0.41,0.41,0.41,0.0
19000302T,0.37,0.37,0.37,0.37,0.0
19000308T,0.58,0.58,0.58,0.58,0.0
19010304T,0.5,0.5,0.5,0.5,0.0
19010311T,0.66,0.66,0.66,0.66,0.0
19020306T,0.39,0.39,0.39,0.39,0.0
19000406T,0.46,0.46,0.46,0.46,0.0
19010401T,0.52,0.52,0.52,0.52,0.0
19010408T,0.64,0.64,0.64,0.64,0.0
19020403T,0.61,0.61,0.61,0.61,0.0
19000504T,0.35,0.35,0.35,0.35,0.0
19000511T,0.3,0.3,0.3,0.3,0.0
19010506T,0.35,0.35,0.35,0.35,0.0
19020501T,0.35,0.35,0.35,0.35,0.0
19000601T,0.42,0.42,0.42,0.42,0.0
19000608T,0.62,0.62,0.62,0.62,0.0
19010603T,0.44,0.44,0.44,0.44,0.0
19010610T,0.27,0.27,0.27,0.27,0.0
19000706T,0.56,0.56,0.56,0.56,0.0
19010701T,0.65,0.65,0.65,0.65,0.0
19010708T,0.67,0.67,0.67,0.67,0.0
19020703T,0.43,0.43,0.43,0.43,0.0
19000803T,0.41,0.41,0.41,0.41,0.0
19000810T,0.54,0.54,0.54,0.54,0.0
19010805T,0.59,0.59,0.59,0.59,0.0
19010811T,0.58,0.58,0.58,0.58,0.0
19020807T,0.56,0.56,0.56,0.56,0.0
19000907T,0.63,0.63,0.63,0.63,0.0
19010902T,0.41,0.41,0.41,0.41,0.0
19010909T,0.44,0.44,0.44,0.44,0.0
19020904T,0.53,0.53,0.53,0.53,0.0
19001005T,0.42,0.42,0.42,0.42,0.0
19001012T,0.42,0.42,0.42,0.42,0.0
19011007T,0.49,0.49,0.49,0.49,0.0
19021002T,0.64,0.64,0.64,0.64,0.0
19001102T,0.52,0.52,0.52,0.52,0.0
19001109T,0.63,0.63,0.63,0.63,0.0
19011104T,0.46,0.46,0.46,0.46,0.0
19011111T,0.37,0.37,0.37,0.37,0.0
19021106T,0.6,0.6,0.6,0.6,0.0
19001207T,0.47,0.47,0.47,0.47,0.0
19011202T,0.6,0.6,0.6,0.6,0.0
19011209T,0.31,0.31,0.31,0.31,0.0
19021204T,0.4,0.4,0.4,0.4,0.0
19010104T,0.43,0.43,0.43,0.43,0.0
19010111T,0.36,0.36,0.36,0.36,0.0
19020106T,0.37,0.37,0.37,0.37,0.0
19030101T,0.49,0.49,0.49,0.49,0.0
19010201T,0.5,0.5,0.5,0.5,0.0
19010208T,0.56,0.56,0.56,0.56,0.0
19020203T,0.3,0.3,0.3,0.3,0.0
19020210T,0.26,0.26,0.26,0.26,0.0
19010301T,0.46,0.46,0.46,0.46,0.0
19010308T,0.32,0.32,0.32,0.32,0.0
19020303T,0.31,0.31,0.31,0.31,0.0
19020310T,0.28,0.28,0.28,0.28,0.0
19030305T,0.37,0.37,0.37,0.37,0.0
19010405T,0.35,0.35,0.35,0.35,0.0
19010412T,0.3,0.3,0.3,0.3,0.0
19020407T,0.44,0.44,0.44,0.44,0.0
19030402T,0.47,0.47,0.47,0.47,0.0
19010503T,0.64,0.64,0.64,0.64,0.0
19010510T,0.53,0.53,0.53,0.53,0.0
19020505T,0.52,0.52,0.52,0.52,0.0
19020512T,0.62,0.62,0.62,0.62,0.0
19030507T,0.49,0.49,0.49,0.49,0.0
19010607T,0.43,0.43,0.43,0.43,0.0
19020602T,0.31,0.31,0.31,0.31,0.0
19020609T,0.33,0.33,0.33,0.33,0.0
19030604T,0.3,0.3,0.3,0.3,0.0
19010705T,0.41,0.41,0.41,0.41,0.0
19010712T,0.25,0.25,0.25,0.25,0.0
19020707T,0.5,0.5,0.5,0.5,0.0
19030702T,0.3,0.3,0.3,0.3,0.0
19010802T,0.36,0.36,0.36,0.36,0.0
19010809T,0.35,0.35,0.35,0.35,0.0
19020804T,0.35,0.35,0.35,0.35,0.0
19020811T,0.35,0.35,0.35,0.35,0.0
19030806T,0.31,0.31,0.31,0.31,0.0
19010906T,0.3,0.3,0.3,0.3,0.0
19020901T,0.27,0.27,0.27,0.27,0.0
19020908T,0.31,0.31,0.31,0.31,0.0
19030903T,0.51,0.51,0.51,0.51,0.0
19011004T,0.51,0.51,0.51,0.51,0.0
19011011T,0.47,0.47,0.47,0.47,0.0
19021006T,0.61,0.61,0.61,0.61,0.0
19031001T,0.56,0.56,0.56,0.56,0.0
19011101T,0.35,0.35,0.35,0.35,0.0
19011108T,0.35,0.35,0.35,0.35,0.0
19021103T,0.46,0.46,0.46,0.46,0.0
19021110T,0.58,0.58,0.58,0.58,0.0
19031105T,0.69,0.69,0.69,0.69,0.0
19011206T,0.59,0.59,0.59,0.59,0.0
19021201T,0.61,0.61,0.61,0.61,0.0
19021208T,0.53,0.53,0.53,0.53,0.0
19031203T,0.58,0.58,0.58,0.58,0.0
19020103T,0.51,0.51,0.51,0.51,0.0
19020110T,0.55,0.55,0.55,0.55,0.0
19030105T,0.3,0.3,0.3,0.3,0.0
19030112T,0.35,0.35,0.35,0.35,0.0
19040107T,0.46,0.46,0.46,0.46,0.0
19020207T,0.38,0.38,0.38,0.38,0.0
19030202T,0.45,0.45,0.45,0.45,0.0
19030209T,0.36,0.36,0.36,0.36,0.0
19040204T,0.44,0.44,0.44,0.44,0.0
19020307T,0.53,0.53,0.53,0.53,0.0
19030302T,0.57,0.57,0.57,0.57,0.0
19030309T,0.53,0.53,0.53,0.53,0.0
19040304T,0.51,0.51,0.51,0.51,0.0
19020404T,0.41,0.41,0.41,0.41,0.0
19020411T,0.28,0.28,0.28,0.28,0.0
19030406T,0.4,0.4,0.4,0.4,0.0
19040401T,0.37,0.37,0.37,0.37,0.0
19020502T,0.27,0.27,0.27,0.27,0.0
19020509T,0.3,0.3,0.3,0.3,0.0
19030504T,0.37,0.37,0.37,0.37,0.0
19030511T,0.26,0.26,0.26,0.26,0.0
19040505T,0.28,0.28,0.28,0.28,0.0
19020606T,0.33,0.33,0.33,0.33,0.0
19030601T,0.32,0.32,0.32,0.32,0.0
19030608T,0.46,0.46,0.46,0.46,0.0
19040603T,0.31,0.31,0.31,0.31,0.0
19020703T,0.27,0.27,0.27,0.27,0.0
19020711T,0.35,0.35,0.35,0.35,0.0
19030706T,0.26,0.26,0.26,0.26,0.0
19040701T,0.28,0.28,0.28,0.28,0.0
19020801T,0.34,0.34,0.34,0.34,0.0
19020808T,0.38,0.38,0.38,0.38,0.0
19030803T,0.38,0.38,0.38,0.38,0.0
19030810T,0.44,0.44,0.44,0.44,0.0
19040805T,0.5,0.5,0.5,0.5,0.0
19020905T,0.32,0.32,0.32,0.32,0.0
19020912T,0.38,0.38,0.38,0.38,0.0
19030907T,0.34,0.34,0.34,0.34,0.0
19040902T,0.25,0.25,0.25,0.25,0.0
19021003T,0.35,0.35,0.35,0.35,0.0
19021010T,0.29,0.29,0.29,0.29,0.0
19031005T,0.4,0.4,0.4,0.4,0.0
19031012T,0.45,0.45,0.45,0.45,0.0
19041007T,0.52,0.52,0.52,0.52,0.0
19021107T,0.5,0.5,0.5,0.5,0.0
19031102T,0.49,0.49,0.49,0.49,0.0
19031109T,0.51,0.51,0.51,0.51,0.0
19041104T,0.51,0.51,0.51,0.51,0.0
19021205T,0.53,0.53,0.53,0.53,0.0
19021212T,0.41,0.41,0.41,0.41,0.0
19031207T,0.43,0.43,0.43,0.43,0.0
19041202T,0.4,0.4,0.4,0.4,0.0
19030102T,0.32,0.32,0.32,0.32,0.0
19030109T,0.38,0.38,0.38,0.38,0.0
19040104T,0.29,0.29,0.29,0.29,0.0
19040111T,0.25,0.25,0.25,0.25,0.0
19050106T,0.26,0.26,0.26,0.26,0.0
19030206T,0.23,0.23,0.23,0.23,0.0
19040201T,0.22,0.22,0.22,0.22,0.0
19040208T,0.21,0.21,0.21,0.21,0.0
19050203T,0.26,0.26,0.26,0.26,0.0
19030306T,0.33,0.33,0.33,0.33,0.0
19040301T,0.34,0.34,0.34,0.34,0.0
19040308T,0.43,0.43,0.43,0.43,0.0
19050303T,0.39,0.39,0.39,0.39,0.0
19030403T,0.32,0.32,0.32,0.32,0.0
19030410T,0.39,0.39,0.39,0.39,0.0
19040405T,0.46,0.46,0.46,0.46,0.0
19040412T,0.63,0.63,0.63,0.63,0.0
19030501T,0.49,0.49,0.49,0.49,0.0
19030508T,0.53,0.53,0.53,0.53,0.0
19040503T,0.63,0.63,0.63,0.63,0.0
19040510T,0.39,0.39,0.39,0.39,0.0
19050505T,0.63,0.63,0.63,0.63,0.0
19030605T,0.52,0.52,0.52,0.52,0.0
19030612T,0.5,0.5,0.5,0.5,0.0
19040607T,0.56,0.56,0.56,0.56,0.0
19050602T,0.71,0.71,0.71,0.71,0.0
19030703T,0.41,0.41,0.41,0.41,0.0
19030710T,0.43,0.43,0.43,0.43,0.0
19040705T,0.51,0.51,0.51,0.51,0.0
19040712T,0.52,0.52,0.52,0.52,0.0
19050707T,0.52,0.52,0.52,0.52,0.0
19030807T,0.46,0.46,0.46,0.46,0.0
19040802T,0.51,0.51,0.51,0.51,0.0
19040809T,0.63,0.63,0.63,0.63,0.0
19050804T,0.57,0.57,0.57,0.57,0.0
19030904T,0.62,0.62,0.62,0.62,0.0
19030911T,0.58,0.58,0.58,0.58,0.0
19040906T,0.63,0.63,0.63,0.63,0.0
19050901T,0.57,0.57,0.57,0.57,0.0
19031002T,0.5,0.5,0.5,0.5,0.0
19031009T,0.58,0.58,0.58,0.58,0.0
19041004T,0.6,0.6,0.6,0.6,0.0
19041011T,0.53,0.53,0.53,0.53,0.0
19051006T,0.58,0.58,0.58,0.58,0.0
19031106T,0.58,0.58,0.58,0.58,0.0
19041101T,0.53,0.53,0.53,0.53,0.0
19041108T,0.53,0.53,0.53,0.53,0.0
19051103T,0.6,0.6,0.6,0.6,0.0
19031204T,0.69,0.69,0.69,0.69,0.0
19031211T,0.55,0.55,0.55,0.55,0.0
19041206T,0.6,0.6,0.6,0.6,0.0
19051202T,0.66,0.66,0.66,0.66,0.0
19040101T,0.62,0.62,0.62,0.62,0.0
19040108T,0.67,0.67,0.67,0.67,0.0
19050103T,0.66,0.66,0.66,0.66,0.0
19050110T,0.7,0.7,0.7,0.7,0.0
19060105T,0.57,0.57,0.57,0.57,0.0
19040205T,0.51,0.51,0.51,0.51,0.0
19040212T,0.56,0.56,0.56,0.56,0.0
19050207T,0.57,0.57,0.57,0.57,0.0
19060202T,0.42,0.42,0.42,0.42,0.0
19040304T,0.48,0.48,0.48,0.48,0.0
19040311T,0.41,0.41,0.41,0.41,0.0
19050306T,0.39,0.39,0.39,0.39,0.0
19060301T,0.32,0.32,0.32,0.32,0.0
19040401T,0.55,0.55,0.55,0.55,0.0
19040408T,0.59,0.59,0.59,0.59,0.0
19050403T,0.64,0.64,0.64,0.64,0.0
19050410T,0.5,0.5,0.5,0.5,0.0
19060405T,0.5,0.5,0.5,0.5,0.0
19040506T,0.39,0.39,0.39,0.39,0.0
19050501T,0.33,0.33,0.33,0.33,0.0
19050508T,0.37,0.37,0.37,0.37,0.0
19060503T,0.36,0.36,0.36,0.36,0.0
19040603T,0.33,0.33,0.33,0.33,0.0
19040610T,0.55,0.55,0.55,0.55,0.0
19050605T,0.41,0.41,0.41,0.41,0.0
19050612T,0.56,0.56,0.56,0.56,0.0
19040701T,0.57,0.57,0.57,0.57,0.0
19040708T,0.55,0.55,0.55,0.55,0.0
19050703T,0.47,0.47,0.47,0.47,0.0
19050710T,0.36,0.36,0.36,0.36,0.0
19060705T,0.34,0.34,0.34,0.34,0.0
19040805T,0.31,0.31,0.31,0.31,0.0
19040812T,0.39,0.39,0.39,0.39,0.0
19050807T,0.35,0.35,0.35,0.35,0.0
19060802T,0.42,0.42,0.42,0.42,0.0
19040902T,0.42,0.42,0.42,0.42,0.0
19040909T,0.51,0.51,0.51,0.51,0.0
19050904T,0.46,0.46,0.46,0.46,0.0
19050911T,0.51,0.51,0.51,0.51,0.0
19060906T,0.41,0.41,0.41,0.41,0.0
19041007T,0.57,0.57,0.57,0.57,0.0
19051002T,0.45,0.45,0.45,0.45,0.0
19051009T,0.43,0.43,0.43,0.43,0.0
19061004T,0.42,0.42,0.42,0.42,0.0
19041104T,0.57,0.57,0.57,0.57,0.0
19041111T,0.63,0.63,0.63,0.63,0.0
19051106T,0.64,0.64,0.64,0.64,0.0
19051112T,0.5,0.5,0.5,0.5,0.0
19041202T,0.57,0.57,0.57,0.57,0.0
19041209T,0.51,0.51,0.51,0.51,0.0
19051204T,0.53,0.53,0.53,0.53,0.0
19051211T,0.6,0.6,0.6,0.6,0.0
19061206T,0.58,0.58,0.58,0.58,0.0
19050106T,0.38,0.38,0.38,0.38,0.0
19060101T,0.34,0.34,0.34,0.34,0.0
19060108T,0.34,0.34,0.34,0.34,0.0
19070103T,0.26,0.26,0.26,0.26,0.0
19050203T,0.42,0.42,0.42,0.42,0.0
19050210T,0.44,0.44,0.44,0.44,0.0
19060205T,0.36,0.36,0.36,0.36,0.0
19060212T,0.32,0.32,0.32,0.32,0.0
19050303T,0.4,0.4,0.4,0.4,0.0
19050310T,0.5,0.5,0.5,0.5,0.0
19060305T,0.33,0.33,0.33,0.33,0.0
19060312T,0.23,0.23,0.23,0.23,0.0
19070307T,0.28,0.28,0.28,0.28,0.0
19050407T,0.28,0.28,0.28,0.28,0.0
19060402T,0.17,0.17,0.17,0.17,0.0
19060409T,0.37,0.37,0.37,0.37,0.0
19070404T,0.3,0.3,0.3,0.3,0.0
19050505T,0.29,0.29,0.29,0.29,0.0
19050512T,0.31,0.31,0.31,0.31,0.0
19060507T,0.39,0.39,0.39,0.39,0.0
19070502T,0.44,0.44,0.44,0.44,0.0
19050602T,0.49,0.49,0.49,0.49,0.0
19050609T,0.46,0.46,0.46,0.46,0.0
19060604T,0.48,0.48,0.48,0.48,0.0
19060611T,0.47,0.47,0.47,0.47,0.0
19070606T,0.46,0.46,0.46,0.46,0.0
19050707T,0.43,0.43,0.43,0.43,0.0
19060702T,0.58,0.58,0.58,0.58,0.0
19060709T,0.41,0.41,0.41,0.41,0.0
19070704T,0.58,0.58,0.58,0.58,0.0
19050804T,0.48,0.48,0.48,0.48,0.0
19050811T,0.4,0.4,0.4,0.4,0.0
19060806T,0.29,0.29,0.29,0.29,0.0
19070801T,0.36,0.36,0.36,0.36,0.0
19050901T,0.32,0.32,0.32,0.32,0.0
19050908T,0.42,0.42,0.42,0.42,0.0
19060903T,0.51,0.51,0.51,0.51,0.0
19060910T,0.39,0.39,0.39,0.39,0.0
19070905T,0.32,0.32,0.32,0.32,0.0
19051006T,0.5,0.5,0.5,0.5,0.0
19061001T,0.39,0.39,0.39,0.39,0.0
19061008T,0.43,0.43,0.43,0.43,0.0
19071003T,0.32,0.32,0.32,0.32,0.0
19051103T,0.43,0.43,0.43,0.43,0.0
19051110T,0.59,0.59,0.59,0.59,0.0
19061105T,0.54,0.54,0.54,0.54,0.0
19061112T,0.57,0.57,0.57,0.57,0.0
19051201T,0.52,0.52,0.52,0.52,0.0
19051208T,0.49,0.49,0.49,0.49,0.0
19061203T,0.46,0.46,0.46,0.46,0.0
19061210T,0.41,0.41,0.41,0.41,0.0
19071205T,0.37,0.37,0.37,0.37,0.0
19060105T,0.29,0.29,0.29,0.29,0.0
19060112T,0.59,0.59,0.59,0.59,0.0
19070107T,0.5,0.5,0.5,0.5,0.0
19080102T,0.31,0.31,0.31,0.31,0.0
19060202T,0.45,0.45,0.45,0.45,0.0
19060209T,0.4,0.4,0.4,0.4,0.0
19070204T,0.4,0.4,0.4,0.4,0.0
19070211T,0.43,0.43,0.43,0.43,0.0
19060302T,0.41,0.41,0.41,0.41,0.0
19060309T,0.41,0.41,0.41,0.41,0.0
19070304T,0.47,0.47,0.47,0.47,0.0
19070311T,0.44,0.44,0.44,0.44,0.0
19080306T,0.37,0.37,0.37,0.37,0.0
19060406T,0.48,0.48,0.48,0.48,0.0
19070401T,0.45,0.45,0.45,0.45,0.0
19070408T,0.34,0.34,0.34,0.34,0.0
19080403T,0.42,0.42,0.42,0.42,0.0
19060504T,0.46,0.46,0.46,0.46,0.0
19060511T,0.55,0.55,0.55,0.55,0.0
19070506T,0.39,0.39,0.39,0.39,0.0
19080501T,0.33,0.33,0.33,0.33,0.0
19060601T,0.31,0.31,0.31,0.31,0.0
19060608T,0.26,0.26,0.26,0.26,0.0
19070603T,0.26,0.26,0.26,0.26,0.0
19070610T,0.34,0.34,0.34,0.34,0.0
19080605T,0.39,0.39,0.39,0.39,0.0
19060706T,0.38,0.38,0.38,0.38,0.0
19070701T,0.37,0.37,0.37,0.37,0.0
19070708T,0.24,0.24,0.24,0.24,0.0
19080703T,0.35,0.35,0.35,0.35,0.0
19060803T,0.31,0.31,0.31,0.31,0.0
19060810T,0.37,0.37,0.37,0.37,0.0
19070805T,0.31,0.31,0.31,0.31,0.0
19070812T,0.39,0.39,0.39,0.39,0.0
19080807T,0.42,0.42,0.42,0.42,0.0
19060907T,0.43,0.43,0.43,0.43,0.0
19070902T,0.48,0.48,0.48,0.48,0.0
19070909T,0.48,0.48,0.48,0.48,0.0
19080904T,0.51,0.51,0.51,0.51,0.0
19061005T,0.38,0.38,0.38,0.38,0.0
19061012T,0.49,0.49,0.49,0.49,0.0
19071007T,0.54,0.54,0.54,0.54,0.0
19081002T,0.52,0.52,0.52,0.52,0.0
19061102T,0.44,0.44,0.44,0.44,0.0
19061109T,0.51,0.51,0.51,0.51,0.0
19071104T,0.47,0.47,0.47,0.47,0.0
19071111T,0.42,0.42,0.42,0.42,0.0
19081106T,0.4,0.4,0.4,0.4,0.0
19061207T,0.39,0.39,0.39,0.39,0.0
19071202T,0.41,0.41,0.41,0.41,0.0
19071209T,0.39,0.39,0.39,0.39,0.0
19081204T,0.46,0.46,0.46,0.46,0.0
19070104T,0.49,0.49,0.49,0.49,0.0
19070111T,0.44,0.44,0.44,0.44,0.0
19080106T,0.58,0.58,0.58,0.58,0.0
19090101T,0.4,0.4,0.4,0.4,0.0
19070201T,0.46,0.46,0.46,0.46,0.0
19070208T,0.46,0.46,0.46,0.46,0.0
19080203T,0.48,0.48,0.48,0.48,0.0
19080210T,0.54,0.54,0.54,0.54,0.0
19070301T,0.37,0.37,0.37,0.37,0.0
19070308T,0.36,0.36,0.36,0.36,0.0
19080303T,0.33,0.33,0.33,0.33,0.0
19080310T,0.44,0.44,0.44,0.44,0.0
19090305T,0.43,0.43,0.43,0.43,0.0
19070405T,0.32,0.32,0.32,0.32,0.0
19070412T,0.41,0.41,0.41,0.41,0.0
19080407T,0.47,0.47,0.47,0.47,0.0
19090402T,0.39,0.39,0.39,0.39,0.0
19070503T,0.29,0.29,0.29,0.29,0.0
19070510T,0.43,0.43,0.43,0.43,0.0
19080505T,0.38,0.38,0.38,0.38,0.0
19080512T,0.37,0.37,0.37,0.37,0.0
19090507T,0.33,0.33,0.33,0.33,0.0
19070607T,0.41,0.41,0.41,0.41,0.0
19080602T,0.37,0.37,0.37,0.37,0.0
19080609T,0.43,0.43,0.43,0.43,0.0
19090604T,0.39,0.39,0.39,0.39,0.0
19070705T,0.44,0.44,0.44,0.44,0.0
19070712T,0.44,0.44,0.44,0.44,0.0
19080707T,0.42,0.42,0.42,0.42,0.0
19090702T,0.44,0.44,0.44,0.44,0.0
19070802T,0.46,0.46,0.46,0.46,0.0
19070809T,0.46,0.46,0.46,0.46,0.0
19080804T,0.42,0.42,0.42,0.42,0.0
19080811T,0.41,0.41,0.41,0.41,0.0
19090806T,0.4,0.4,0.4,0.4,0.0
19070906T,0.38,0.38,0.38,0.38,0.0
19080901T,0.4,0.4,0.4,0.4,0.0
19080908T,0.39,0.39,0.39,0.39,0.0
19090903T,0.49,0.49,0.49,0.49,0.0
19071004T,0.52,0.52,0.52,0.52,0.0
19071011T,0.55,0.55,0.55,0.55,0.0
19081006T,0.42,0.42,0.42,0.42,0.0
19091001T,0.31,0.31,0.31,0.31,0.0
19071101T,0.45,0.45,0.45,0.45,0.0
19071108T,0.36,0.36,0.36,0.36,0.0
19081103T,0.33,0.33,0.33,0.33,0.0
19081110T,0.26,0.26,0.26,0.26,0.0
19091105T,0.29,0.29,0.29,0.29,0.0
19071206T,0.41,0.41,0.41,0.41,0.0
19081201T,0.48,0.48,0.48,0.48,0.0
19081208T,0.36,0.36,0.36,0.36,0.0
19091203T,0.3,0.3,0.3,0.3,0.0
19080103T,0.26,0.26,0.26,0.26,0.0
19080110T,0.2,0.2,0.2,0.2,0.0
19090105T,0.24,0.24,0.24,0.24,0.0
19090112T,0.25,0.25,0.25,0.25,0.0
19100107T,0.3,0.3,0.3,0.3,0.0
19080207T,0.34,0.34,0.34,0.34,0.0
19090202T,0.33,0.33,0.33,0.33,0.0
19090209T,0.33,0.33,0.33,0.33,0.0
19100204T,0.34,0.34,0.34,0.34,0.0
19080306T,0.22,0.22,0.22,0.22,0.0
19090301T,0.2,0.2,0.2,0.2,0.0
19090308T,0.25,0.25,0.25,0.25,0.0
19100303T,0.42,0.42,0.42,0.42,0.0
19080403T,0.37,0.37,0.37,0.37,0.0
19080410T,0.46,0.46,0.46,0.46,0.0
19090405T,0.3,0.3,0.3,0.3,0.0
19090412T,0.47,0.47,0.47,0.47,0.0
19080501T,0.53,0.53,0.53,0.53,0.0
19080508T,0.53,0.53,0.53,0.53,0.0
19090503T,0.45,0.45,0.45,0.45,0.0
19090510T,0.46,0.46,0.46,0.46,0.0
19100505T,0.31,0.31,0.31,0.31,0.0
19080605T,0.43,0.43,0.43,0.43,0.0
19080612T,0.31,0.31,0.31,0.31,0.0
19090607T,0.33,0.33,0.33,0.33,0.0
19100602T,0.31,0.31,0.31,0.31,0.0
19080703T,0.24,0.24,0.24,0.24,0.0
19080710T,0.22,0.22,0.22,0.22,0.0
19090705T,0.25,0.25,0.25,0.25,0.0
19090712T,0.36,0.36,0.36,0.36,0.0
19100707T,0.4,0.4,0.4,0.4,0.0
19080807T,0.36,0.36,0.36,0.36,0.0
19090802T,0.43,0.43,0.43,0.43,0.0
19090809T,0.38,0.38,0.38,0.38,0.0
19100804T,0.31,0.31,0.31,0.31,0.0
19080904T,0.37,0.37,0.37,0.37,0.0
19080911T,0.29,0.29,0.29,0.29,0.0
19090906T,0.27,0.27,0.27,0.27,0.0
19100901T,0.34,0.34,0.34,0.34,0.0
19081002T,0.33,0.33,0.33,0.33,0.0
19081009T,0.31,0.31,0.31,0.31,0.0
19091004T,0.41,0.41,0.41,0.41,0.0
19091011T,0.39,0.39,0.39,0.39,0.0
19101006T,0.37,0.37,0.37,0.37,0.0
19081106T,0.45,0.45,0.45,0.45,0.0
19091101T,0.38,0.38,0.38,0.38,0.0
19091108T,0.24,0.24,0.24,0.24,0.0
19101103T,0.31,0.31,0.31,0.31,0.0
19081204T,0.27,0.27,0.27,0.27,0.0
19081211T,0.38,0.38,0.38,0.38,0.0
19091206T,0.4,0.4,0.4,0.4,0.0
19101201T,0.29,0.29,0.29,0.29,0.0
19090101T,0.24,0.24,0.24,0.24,0.0
